,Key,cluster
0,192,1.0
1,109,2.0
2,254,2.0
3,44,3.0
4,58,4.0
5,12,3.0
6,228,4.0
7,145,5.0
8,24,2.0
9,2,1.0
10,171,3.0
11,75,5.0
12,24,2.0
13,125,2.0
14,117,4.0
15,193,5.0
16,181,3.0
17,32,4.0
18,242,1.0
19,220,5.0
20,61,2.0
21,220,5.0
22,130,3.0
23,156,1.0
24,105,5.0
25,161,3.0
26,158,1.0
27,158,1.0
28,15,5.0
29,214,3.0
30,62,1.0
31,130,3.0
32,235,4.0
33,3,3.0
34,43,4.0
35,184,1.0
36,253,5.0
37,254,2.0
38,125,2.0
39,220,5.0
40,175,5.0
41,121,4.0
42,11,5.0
43,11,5.0
44,146,1.0
45,142,4.0
46,239,3.0
47,180,4.0
48,46,1.0
49,189,2.0
50,146,1.0
51,83,2.0
52,84,1.0
53,235,4.0
54,140,4.0
55,154,4.0
56,128,5.0
57,35,5.0
58,248,5.0
59,1,2.0
60,26,4.0
61,83,2.0
62,203,1.0
63,86,1.0
64,159,3.0
65,26,4.0
66,119,2.0
67,107,4.0
68,95,2.0
69,11,5.0
70,110,1.0
71,212,4.0
72,9,4.0
73,131,2.0
74,78,5.0
75,172,2.0
76,163,1.0
77,81,4.0
78,167,3.0
79,112,5.0
80,80,4.0
81,64,3.0
82,119,2.0
83,178,4.0
84,170,5.0
85,109,2.0
86,42,2.0
87,65,3.0
88,146,1.0
89,241,4.0
90,180,4.0
91,88,2.0
92,4,4.0
93,189,2.0
94,104,2.0
95,56,2.0
96,79,5.0
97,148,5.0
98,66,3.0
99,218,3.0
100,122,3.0
101,182,5.0
102,107,4.0
103,136,4.0
104,65,3.0
105,185,3.0
106,233,4.0
107,187,5.0
108,224,3.0
109,184,1.0
110,226,5.0
111,250,5.0
112,105,5.0
113,38,1.0
114,101,4.0
115,50,5.0
116,222,3.0
117,34,5.0
118,155,4.0
119,234,4.0
120,157,3.0
121,197,5.0
122,74,3.0
123,145,5.0
124,2,1.0
125,1,2.0
126,161,3.0
127,88,2.0
128,114,1.0
129,91,5.0
130,36,3.0
131,92,2.0
132,220,5.0
133,5,2.0
134,242,1.0
135,154,4.0
136,245,4.0
137,105,5.0
138,103,4.0
139,29,4.0
140,228,4.0
141,115,3.0
142,243,5.0
143,202,5.0
144,117,4.0
145,40,5.0
146,10,1.0
147,16,3.0
148,241,4.0
149,218,3.0
150,197,5.0
151,38,1.0
152,116,5.0
153,34,5.0
154,65,3.0
155,17,5.0
156,45,4.0
157,170,5.0
158,58,4.0
159,147,4.0
160,109,2.0
161,17,5.0
162,183,5.0
163,57,4.0
164,251,3.0
165,12,3.0
166,23,4.0
167,107,4.0
168,194,4.0
169,40,5.0
170,28,2.0
171,115,3.0
172,171,3.0
173,56,2.0
174,63,4.0
175,143,5.0
176,37,5.0
177,4,4.0
178,137,1.0
179,9,4.0
180,76,3.0
181,246,4.0
182,203,1.0
183,32,4.0
184,39,3.0
185,44,3.0
186,77,2.0
187,113,4.0
188,251,3.0
189,95,2.0
190,174,4.0
191,138,4.0
192,168,4.0
193,14,1.0
194,136,4.0
195,185,3.0
196,2,1.0
197,254,2.0
198,181,3.0
199,195,3.0
200,202,5.0
201,122,3.0
202,169,1.0
203,95,2.0
204,13,1.0
205,146,1.0
206,19,1.0
207,52,3.0
208,207,3.0
209,228,4.0
210,91,5.0
211,78,5.0
212,54,4.0
213,97,1.0
214,136,4.0
215,33,4.0
216,255,1.0
217,11,5.0
218,66,3.0
219,188,1.0
220,171,3.0
221,226,5.0
222,207,3.0
223,33,4.0
224,256,3.0
225,43,4.0
226,103,4.0
227,73,4.0
228,113,4.0
229,114,1.0
230,31,3.0
231,105,5.0
232,187,5.0
233,60,5.0
234,109,2.0
235,123,3.0
236,130,3.0
237,114,1.0
238,76,3.0
239,190,5.0
240,215,2.0
241,202,5.0
242,34,5.0
243,163,1.0
244,184,1.0
245,134,3.0
246,22,1.0
247,237,4.0
248,248,5.0
249,208,5.0
250,72,3.0
251,16,3.0
252,200,4.0
253,241,4.0
254,20,3.0
255,172,2.0
256,209,3.0
