,Key,cluster
0,193,1.0
1,21,2.0
2,230,2.0
3,141,2.0
4,167,3.0
5,60,1.0
6,131,4.0
7,60,1.0
8,255,3.0
9,117,2.0
10,211,5.0
11,89,5.0
12,27,5.0
13,145,1.0
14,70,5.0
15,27,5.0
16,58,2.0
17,19,3.0
18,100,5.0
19,79,1.0
20,253,1.0
21,114,4.0
22,200,2.0
23,190,5.0
24,26,1.0
25,88,1.0
26,93,3.0
27,146,3.0
28,234,2.0
29,77,4.0
30,60,1.0
31,255,3.0
32,85,4.0
33,183,5.0
34,1,5.0
35,138,3.0
36,18,3.0
37,115,3.0
38,189,4.0
39,194,2.0
40,227,2.0
41,151,3.0
42,114,4.0
43,88,1.0
44,156,3.0
45,169,4.0
46,99,4.0
47,5,4.0
48,164,1.0
49,112,5.0
50,101,3.0
51,195,3.0
52,158,3.0
53,218,3.0
54,77,4.0
55,94,1.0
56,250,1.0
57,155,2.0
58,83,4.0
59,148,1.0
60,179,4.0
61,170,1.0
62,183,5.0
63,233,2.0
64,53,3.0
65,9,2.0
66,16,1.0
67,214,3.0
68,12,3.0
69,47,3.0
70,224,3.0
71,217,5.0
72,68,2.0
73,40,1.0
74,47,3.0
75,126,3.0
76,90,5.0
77,173,3.0
78,184,3.0
79,195,3.0
80,93,3.0
81,228,2.0
82,38,3.0
83,194,2.0
84,184,3.0
85,106,5.0
86,248,5.0
87,218,3.0
88,153,3.0
89,188,4.0
90,170,1.0
91,245,2.0
92,80,2.0
93,218,3.0
94,145,1.0
95,114,4.0
96,89,5.0
97,68,2.0
98,181,3.0
99,159,3.0
100,82,3.0
101,126,3.0
102,183,5.0
103,254,5.0
104,28,5.0
105,50,1.0
106,88,1.0
107,76,3.0
108,52,3.0
109,198,2.0
110,214,3.0
111,148,1.0
112,75,1.0
113,130,3.0
114,105,1.0
115,70,5.0
116,218,3.0
117,141,2.0
118,196,3.0
119,69,1.0
120,119,4.0
121,87,3.0
122,20,4.0
123,228,2.0
124,44,3.0
125,78,5.0
126,56,4.0
127,178,3.0
128,106,5.0
129,105,1.0
130,157,3.0
131,17,5.0
132,139,1.0
133,160,3.0
134,8,3.0
135,196,3.0
136,216,1.0
137,66,4.0
138,43,2.0
139,208,1.0
140,256,3.0
141,146,3.0
142,105,1.0
143,22,3.0
144,74,3.0
145,69,1.0
146,153,3.0
147,221,4.0
148,211,5.0
149,183,5.0
150,29,2.0
151,1,5.0
152,232,1.0
153,170,1.0
154,122,3.0
155,108,5.0
156,236,4.0
157,106,5.0
158,64,3.0
159,213,1.0
160,151,3.0
161,122,3.0
162,182,1.0
163,35,1.0
164,187,1.0
165,54,2.0
166,104,2.0
167,204,2.0
168,123,4.0
169,50,1.0
170,146,3.0
171,250,1.0
172,217,5.0
173,31,3.0
174,101,3.0
175,44,3.0
176,9,2.0
177,75,1.0
178,185,3.0
179,2,3.0
180,5,4.0
181,252,4.0
182,94,1.0
183,219,3.0
184,67,1.0
185,189,4.0
186,126,3.0
187,56,4.0
188,40,1.0
189,32,2.0
190,167,3.0
191,47,3.0
192,214,3.0
193,149,1.0
194,35,1.0
195,238,3.0
196,120,3.0
197,94,1.0
198,59,4.0
199,252,4.0
200,38,3.0
201,34,5.0
202,92,4.0
203,41,2.0
204,185,3.0
205,200,2.0
206,2,3.0
207,38,3.0
208,59,4.0
209,140,2.0
210,26,1.0
211,242,4.0
212,76,3.0
213,252,4.0
214,251,3.0
215,133,2.0
216,195,3.0
217,54,2.0
218,253,1.0
219,186,4.0
220,176,5.0
221,50,1.0
222,74,3.0
223,227,2.0
224,115,3.0
225,39,3.0
226,91,1.0
227,37,1.0
228,15,5.0
229,85,4.0
230,142,3.0
231,94,1.0
232,129,5.0
233,87,3.0
234,113,3.0
235,64,3.0
236,50,1.0
237,148,1.0
238,47,3.0
239,90,5.0
240,114,4.0
241,190,5.0
242,227,2.0
243,61,4.0
244,32,2.0
245,237,2.0
246,154,2.0
247,177,3.0
248,221,4.0
249,72,3.0
250,202,1.0
251,20,4.0
252,166,3.0
253,117,2.0
254,75,1.0
255,90,5.0
256,222,4.0
