,Key,cluster
0,232,1.0
1,186,2.0
2,132,3.0
3,15,1.0
4,73,3.0
5,55,4.0
6,103,3.0
7,37,1.0
8,100,2.0
9,4,2.0
10,57,3.0
11,238,4.0
12,110,3.0
13,36,4.0
14,9,3.0
15,15,1.0
16,84,1.0
17,46,4.0
18,217,1.0
19,47,4.0
20,76,4.0
21,15,1.0
22,80,3.0
23,206,2.0
24,226,2.0
25,83,2.0
26,239,4.0
27,177,3.0
28,3,4.0
29,133,2.0
30,18,4.0
31,203,4.0
32,97,1.0
33,212,4.0
34,237,3.0
35,218,4.0
36,100,2.0
37,59,2.0
38,141,3.0
39,9,3.0
40,54,3.0
41,100,2.0
42,2,2.0
43,141,3.0
44,119,2.0
45,189,2.0
46,190,1.0
47,20,2.0
48,157,4.0
49,181,4.0
50,205,3.0
51,191,2.0
52,201,3.0
53,247,4.0
54,194,3.0
55,234,3.0
56,198,2.0
57,189,2.0
58,44,2.0
59,61,2.0
60,5,2.0
61,61,2.0
62,237,3.0
63,94,1.0
64,4,2.0
65,161,4.0
66,3,4.0
67,155,3.0
68,24,2.0
69,28,2.0
70,62,4.0
71,53,4.0
72,154,3.0
73,75,1.0
74,137,2.0
75,14,2.0
76,17,2.0
77,147,3.0
78,181,4.0
79,19,3.0
80,17,2.0
81,228,3.0
82,36,4.0
83,209,4.0
84,231,1.0
85,133,2.0
86,109,2.0
87,36,4.0
88,206,2.0
89,197,1.0
90,98,2.0
91,115,4.0
92,93,4.0
93,187,1.0
94,37,1.0
95,31,4.0
96,115,4.0
97,140,3.0
98,29,3.0
99,134,4.0
100,126,4.0
101,83,2.0
102,111,2.0
103,125,2.0
104,110,3.0
105,133,2.0
106,90,1.0
107,62,4.0
108,234,3.0
109,179,2.0
110,187,1.0
111,145,1.0
112,119,2.0
113,227,2.0
114,64,4.0
115,179,2.0
116,117,3.0
117,224,4.0
118,47,4.0
119,134,4.0
120,175,2.0
121,96,3.0
122,93,4.0
123,29,3.0
124,119,2.0
125,148,1.0
126,32,3.0
127,108,1.0
128,7,3.0
129,38,2.0
130,217,1.0
131,21,1.0
132,160,3.0
133,232,1.0
134,29,3.0
135,34,1.0
136,64,4.0
137,229,1.0
138,203,4.0
139,247,4.0
140,4,2.0
141,110,3.0
142,21,1.0
143,191,2.0
144,148,1.0
145,78,1.0
146,86,2.0
147,109,2.0
148,2,2.0
149,134,4.0
150,66,2.0
151,31,4.0
152,187,1.0
153,225,3.0
154,101,4.0
155,66,2.0
156,203,4.0
157,28,2.0
158,199,3.0
159,192,2.0
160,253,1.0
161,109,2.0
162,176,2.0
163,175,2.0
164,131,2.0
165,60,1.0
166,152,2.0
167,219,4.0
168,208,1.0
169,83,2.0
170,114,2.0
171,231,1.0
172,58,3.0
173,89,2.0
174,25,4.0
175,131,2.0
176,45,3.0
177,254,2.0
178,228,3.0
179,81,4.0
180,152,2.0
181,132,3.0
182,74,4.0
183,245,3.0
184,207,4.0
185,87,2.0
186,251,3.0
187,46,4.0
188,39,4.0
189,97,1.0
190,10,4.0
191,14,2.0
192,85,2.0
193,107,4.0
194,143,3.0
195,160,3.0
196,89,2.0
197,115,4.0
198,114,2.0
199,94,1.0
200,34,1.0
201,88,2.0
202,178,3.0
203,250,4.0
204,77,2.0
205,114,2.0
206,212,4.0
207,20,2.0
208,67,3.0
209,202,1.0
210,165,1.0
211,85,2.0
212,96,3.0
213,195,4.0
214,151,4.0
215,172,2.0
216,127,1.0
217,81,4.0
218,122,4.0
219,121,3.0
220,6,3.0
221,88,2.0
222,120,4.0
223,91,1.0
224,73,3.0
225,51,4.0
226,248,1.0
227,161,4.0
228,168,3.0
229,57,3.0
230,80,3.0
231,195,4.0
232,83,2.0
233,27,1.0
234,80,3.0
235,16,1.0
236,184,4.0
237,43,3.0
238,31,4.0
239,212,4.0
240,196,4.0
241,88,2.0
242,231,1.0
243,180,3.0
244,136,1.0
245,67,3.0
246,129,2.0
247,48,2.0
248,221,2.0
249,16,1.0
250,46,4.0
251,68,3.0
252,91,1.0
253,84,1.0
254,13,1.0
255,12,4.0
256,194,3.0
