,Key,cluster
0,222,1.0
1,136,2.0
2,79,2.0
3,175,1.0
4,137,3.0
5,45,4.0
6,44,3.0
7,169,3.0
8,212,3.0
9,74,2.0
10,67,4.0
11,182,4.0
12,204,3.0
13,10,1.0
14,103,3.0
15,194,1.0
16,181,2.0
17,108,2.0
18,111,2.0
19,134,3.0
20,57,3.0
21,81,3.0
22,161,3.0
23,27,2.0
24,62,3.0
25,183,2.0
26,50,3.0
27,93,2.0
28,150,3.0
29,165,4.0
30,9,2.0
31,200,3.0
32,34,4.0
33,176,1.0
34,52,4.0
35,84,4.0
36,199,4.0
37,183,2.0
38,207,1.0
39,181,2.0
40,61,2.0
41,27,2.0
42,114,4.0
43,109,3.0
44,162,1.0
45,201,4.0
46,15,2.0
47,107,4.0
48,60,2.0
49,215,4.0
50,142,4.0
51,73,2.0
52,133,3.0
53,98,4.0
54,71,1.0
55,166,4.0
56,1,2.0
57,187,3.0
58,207,1.0
59,64,1.0
60,215,4.0
61,167,1.0
62,169,3.0
63,25,1.0
64,110,2.0
65,193,2.0
66,183,2.0
67,84,4.0
68,16,2.0
69,178,1.0
70,6,4.0
71,41,3.0
72,34,4.0
73,72,1.0
74,160,2.0
75,213,2.0
76,111,2.0
77,191,2.0
78,180,4.0
79,30,4.0
80,28,2.0
81,41,3.0
82,94,2.0
83,103,3.0
84,82,3.0
85,118,2.0
86,12,3.0
87,192,3.0
88,111,2.0
89,26,4.0
90,62,3.0
91,220,2.0
92,119,2.0
93,39,1.0
94,197,4.0
95,15,2.0
96,133,3.0
97,203,1.0
98,25,1.0
99,69,2.0
100,31,3.0
101,204,3.0
102,141,4.0
103,145,4.0
104,106,4.0
105,212,3.0
106,170,2.0
107,94,2.0
108,58,2.0
109,180,4.0
110,188,4.0
111,124,4.0
112,105,3.0
113,164,2.0
114,88,2.0
115,200,3.0
116,14,3.0
117,86,2.0
118,125,4.0
119,216,4.0
120,68,4.0
121,57,3.0
122,167,1.0
123,178,1.0
124,182,4.0
125,34,4.0
126,191,2.0
127,47,3.0
128,207,1.0
129,135,2.0
130,92,3.0
131,174,2.0
132,29,3.0
133,41,3.0
134,43,3.0
135,195,1.0
136,121,3.0
137,46,3.0
138,209,4.0
139,13,1.0
140,48,1.0
141,9,2.0
142,19,3.0
143,214,4.0
144,8,1.0
145,215,4.0
146,101,2.0
147,13,1.0
148,10,1.0
149,155,4.0
150,46,3.0
151,96,3.0
152,34,4.0
153,119,2.0
154,220,2.0
155,165,4.0
156,44,3.0
157,74,2.0
158,68,4.0
159,212,3.0
160,146,1.0
161,98,4.0
162,204,3.0
163,7,1.0
164,131,1.0
165,78,2.0
166,102,3.0
167,115,4.0
168,114,4.0
169,6,4.0
170,109,3.0
171,69,2.0
172,89,1.0
173,205,1.0
174,75,4.0
175,21,1.0
176,5,4.0
177,131,1.0
178,63,1.0
179,28,2.0
180,149,4.0
181,142,4.0
182,162,1.0
183,199,4.0
184,85,3.0
185,38,3.0
186,204,3.0
187,92,3.0
188,193,2.0
189,178,1.0
190,24,2.0
191,63,1.0
192,158,4.0
193,198,4.0
194,28,2.0
195,170,2.0
196,79,2.0
197,218,1.0
198,146,1.0
199,25,1.0
200,16,2.0
201,220,2.0
202,198,4.0
203,205,1.0
204,161,3.0
205,25,1.0
206,60,2.0
207,222,1.0
208,28,2.0
209,143,4.0
210,143,4.0
211,128,3.0
212,110,2.0
213,69,2.0
214,52,4.0
215,93,2.0
216,172,3.0
217,54,1.0
218,14,3.0
219,160,2.0
220,35,2.0
221,109,3.0
222,83,1.0
