,Key,cluster
0,147,1.0
1,109,1.0
2,159,2.0
3,109,1.0
4,176,3.0
5,174,3.0
6,84,2.0
7,12,1.0
8,153,3.0
9,209,2.0
10,81,1.0
11,108,3.0
12,199,2.0
13,33,3.0
14,100,3.0
15,6,2.0
16,150,2.0
17,199,2.0
18,171,3.0
19,195,3.0
20,31,1.0
21,129,3.0
22,30,2.0
23,88,3.0
24,198,2.0
25,215,3.0
26,66,1.0
27,115,2.0
28,122,3.0
29,150,2.0
30,161,2.0
31,123,3.0
32,78,1.0
33,205,3.0
34,38,1.0
35,9,3.0
36,15,3.0
37,7,2.0
38,9,3.0
39,85,2.0
40,133,1.0
41,175,3.0
42,181,3.0
43,16,3.0
44,135,3.0
45,113,3.0
46,42,2.0
47,69,3.0
48,172,2.0
49,67,2.0
50,107,2.0
51,118,3.0
52,49,3.0
53,95,1.0
54,194,3.0
55,146,3.0
56,214,1.0
57,138,2.0
58,31,1.0
59,59,2.0
60,57,1.0
61,182,1.0
62,27,3.0
63,70,3.0
64,74,3.0
65,155,2.0
66,192,1.0
67,33,3.0
68,35,3.0
69,149,2.0
70,197,1.0
71,219,1.0
72,62,1.0
73,49,3.0
74,131,3.0
75,57,1.0
76,40,2.0
77,113,3.0
78,10,3.0
79,143,2.0
80,99,3.0
81,90,2.0
82,140,3.0
83,46,2.0
84,13,2.0
85,210,1.0
86,199,2.0
87,156,2.0
88,195,3.0
89,167,1.0
90,42,2.0
91,166,2.0
92,51,2.0
93,109,1.0
94,163,1.0
95,53,1.0
96,121,1.0
97,164,3.0
98,155,2.0
99,141,2.0
100,212,1.0
101,71,2.0
102,80,3.0
103,118,3.0
104,80,3.0
105,113,3.0
106,217,2.0
107,146,3.0
108,124,2.0
109,30,2.0
110,40,2.0
111,16,3.0
112,71,2.0
113,143,2.0
114,175,3.0
115,90,2.0
116,215,3.0
117,198,2.0
118,30,2.0
119,48,2.0
120,186,2.0
121,77,3.0
122,89,3.0
123,86,3.0
124,140,3.0
125,193,3.0
126,128,1.0
127,75,2.0
128,145,1.0
129,95,1.0
130,143,2.0
131,12,1.0
132,53,1.0
133,61,3.0
134,88,3.0
135,24,3.0
136,194,3.0
137,66,1.0
138,3,3.0
139,13,2.0
140,109,1.0
141,220,3.0
142,143,2.0
143,189,3.0
144,209,2.0
145,145,1.0
146,176,3.0
147,167,1.0
148,199,2.0
149,38,1.0
150,121,1.0
151,149,2.0
152,49,3.0
153,169,1.0
154,28,3.0
155,199,2.0
156,164,3.0
157,186,2.0
158,92,1.0
159,177,3.0
160,59,2.0
161,96,1.0
162,213,3.0
163,65,3.0
164,7,2.0
165,116,2.0
166,115,2.0
167,165,2.0
168,24,3.0
169,93,3.0
170,66,1.0
171,117,3.0
172,110,3.0
173,51,2.0
174,80,3.0
175,27,3.0
176,121,1.0
177,55,1.0
178,203,2.0
179,171,3.0
180,9,3.0
181,60,3.0
182,63,2.0
183,180,2.0
184,43,1.0
185,125,1.0
186,210,1.0
187,103,1.0
188,28,3.0
189,118,3.0
190,31,1.0
191,74,3.0
192,88,3.0
193,207,3.0
194,194,3.0
195,199,2.0
196,1,3.0
197,174,3.0
198,89,3.0
199,47,1.0
200,107,2.0
201,187,1.0
202,78,1.0
203,73,3.0
204,74,3.0
205,29,1.0
206,43,1.0
207,156,2.0
208,40,2.0
209,204,1.0
210,23,1.0
211,143,2.0
212,144,3.0
213,129,3.0
214,65,3.0
215,23,1.0
216,186,2.0
217,57,1.0
218,65,3.0
219,146,3.0
220,138,2.0
221,160,3.0
222,58,3.0
