,Key,cluster
0,199,1.0
1,143,1.0
2,107,1.0
3,137,2.0
4,123,3.0
5,10,3.0
6,167,3.0
7,53,3.0
8,85,2.0
9,56,1.0
10,218,3.0
11,215,1.0
12,59,1.0
13,118,4.0
14,162,3.0
15,111,4.0
16,110,4.0
17,1,4.0
18,51,1.0
19,100,4.0
20,76,2.0
21,84,1.0
22,9,4.0
23,17,2.0
24,129,4.0
25,115,1.0
26,21,3.0
27,39,3.0
28,150,2.0
29,10,3.0
30,125,1.0
31,114,1.0
32,210,2.0
33,140,4.0
34,163,2.0
35,50,2.0
36,65,4.0
37,166,1.0
38,82,2.0
39,83,3.0
40,5,1.0
41,91,1.0
42,135,4.0
43,155,1.0
44,89,3.0
45,199,1.0
46,94,4.0
47,131,3.0
48,41,2.0
49,62,2.0
50,151,4.0
51,211,1.0
52,176,3.0
53,211,1.0
54,45,1.0
55,217,2.0
56,117,1.0
57,120,2.0
58,151,4.0
59,85,2.0
60,15,3.0
61,60,4.0
62,58,4.0
63,135,4.0
64,97,4.0
65,102,2.0
66,207,3.0
67,145,1.0
68,153,3.0
69,176,3.0
70,126,1.0
71,115,1.0
72,14,2.0
73,107,1.0
74,85,2.0
75,59,1.0
76,44,2.0
77,217,2.0
78,87,1.0
79,93,4.0
80,182,1.0
81,38,2.0
82,161,2.0
83,170,2.0
84,59,1.0
85,66,2.0
86,186,3.0
87,68,1.0
88,74,4.0
89,95,2.0
90,174,4.0
91,19,1.0
92,173,1.0
93,169,1.0
94,188,2.0
95,179,3.0
96,129,4.0
97,34,1.0
98,148,3.0
99,92,2.0
100,183,2.0
101,83,3.0
102,181,4.0
103,190,4.0
104,185,2.0
105,170,2.0
106,64,3.0
107,61,4.0
108,118,4.0
109,146,3.0
110,45,1.0
111,180,1.0
112,41,2.0
113,108,4.0
114,109,2.0
115,117,1.0
116,154,3.0
117,190,4.0
118,193,4.0
119,23,2.0
120,19,1.0
121,131,3.0
122,211,1.0
123,54,3.0
124,144,3.0
125,31,2.0
126,63,3.0
127,219,2.0
128,211,1.0
129,65,4.0
130,210,2.0
131,191,4.0
132,164,4.0
133,69,4.0
134,12,2.0
135,5,1.0
136,25,3.0
137,164,4.0
138,59,1.0
139,133,2.0
140,144,3.0
141,191,4.0
142,221,2.0
143,155,1.0
144,153,3.0
145,73,4.0
146,127,2.0
147,80,4.0
148,88,4.0
149,125,1.0
150,55,2.0
151,54,3.0
152,171,4.0
153,106,1.0
154,24,4.0
155,13,3.0
156,49,4.0
157,182,1.0
158,13,3.0
159,40,1.0
160,195,3.0
161,179,3.0
162,191,4.0
163,52,2.0
164,172,2.0
165,207,3.0
166,74,4.0
167,22,2.0
168,32,2.0
169,163,2.0
170,187,2.0
171,138,1.0
172,10,3.0
173,212,2.0
174,219,2.0
175,181,4.0
176,64,3.0
177,187,2.0
178,131,3.0
179,42,1.0
180,77,4.0
181,212,2.0
182,148,3.0
183,222,3.0
184,207,3.0
185,98,1.0
186,63,3.0
187,213,4.0
188,156,1.0
189,131,3.0
190,150,2.0
191,120,2.0
192,99,1.0
193,171,4.0
194,14,2.0
195,130,2.0
196,74,4.0
197,14,2.0
198,198,1.0
199,65,4.0
200,101,4.0
201,192,2.0
202,34,1.0
203,37,1.0
204,165,1.0
205,54,3.0
206,187,2.0
207,62,2.0
208,91,1.0
209,189,4.0
210,120,2.0
211,153,3.0
212,77,4.0
213,203,1.0
214,73,4.0
215,18,2.0
216,30,1.0
217,62,2.0
218,130,2.0
219,156,1.0
220,159,1.0
221,96,2.0
222,209,1.0
