,Key,cluster
0,160,1.0
1,46,2.0
2,195,1.0
3,15,3.0
4,19,4.0
5,116,4.0
6,71,3.0
7,42,2.0
8,197,4.0
9,85,2.0
10,91,4.0
11,219,2.0
12,156,4.0
13,155,3.0
14,165,4.0
15,134,2.0
16,21,1.0
17,157,4.0
18,26,2.0
19,60,1.0
20,126,4.0
21,188,2.0
22,166,4.0
23,64,3.0
24,172,5.0
25,117,4.0
26,119,1.0
27,169,4.0
28,81,2.0
29,203,3.0
30,170,5.0
31,197,4.0
32,93,1.0
33,50,2.0
34,222,3.0
35,48,4.0
36,187,2.0
37,63,3.0
38,140,2.0
39,38,2.0
40,42,2.0
41,84,4.0
42,138,4.0
43,182,4.0
44,36,2.0
45,222,3.0
46,22,2.0
47,107,4.0
48,28,5.0
49,70,1.0
50,184,2.0
51,77,1.0
52,152,3.0
53,219,2.0
54,221,2.0
55,94,5.0
56,50,2.0
57,190,5.0
58,88,1.0
59,211,4.0
60,181,5.0
61,134,2.0
62,200,2.0
63,172,5.0
64,123,1.0
65,115,4.0
66,126,4.0
67,38,2.0
68,13,3.0
69,27,5.0
70,20,2.0
71,132,3.0
72,32,2.0
73,36,2.0
74,101,5.0
75,171,1.0
76,61,5.0
77,178,3.0
78,208,5.0
79,92,2.0
80,9,5.0
81,61,5.0
82,143,4.0
83,190,5.0
84,207,1.0
85,8,3.0
86,140,2.0
87,149,4.0
88,58,1.0
89,104,5.0
90,8,3.0
91,214,4.0
92,154,3.0
93,99,3.0
94,156,4.0
95,209,4.0
96,58,1.0
97,126,4.0
98,43,2.0
99,26,2.0
100,47,2.0
101,32,2.0
102,190,5.0
103,220,1.0
104,70,1.0
105,16,1.0
106,35,5.0
107,83,3.0
108,96,2.0
109,64,3.0
110,123,1.0
111,169,4.0
112,132,3.0
113,60,1.0
114,127,5.0
115,41,2.0
116,58,1.0
117,156,4.0
118,34,4.0
119,120,2.0
120,165,4.0
121,196,4.0
122,90,4.0
123,124,4.0
124,59,4.0
125,144,1.0
126,95,2.0
127,99,3.0
128,48,4.0
129,99,3.0
130,131,3.0
131,200,2.0
132,81,2.0
133,29,4.0
134,175,1.0
135,133,2.0
136,93,1.0
137,53,2.0
138,182,4.0
139,168,2.0
140,11,4.0
141,105,2.0
142,183,2.0
143,74,5.0
144,177,2.0
145,150,2.0
146,117,4.0
147,122,1.0
148,184,2.0
149,58,1.0
150,183,2.0
151,211,4.0
152,38,2.0
153,136,5.0
154,142,4.0
155,191,5.0
156,106,4.0
157,172,5.0
158,8,3.0
159,214,4.0
160,192,2.0
161,210,2.0
162,86,5.0
163,61,5.0
164,128,4.0
165,125,4.0
166,50,2.0
167,142,4.0
168,33,3.0
169,174,5.0
170,83,3.0
171,89,3.0
172,140,2.0
173,82,2.0
174,31,2.0
175,47,2.0
176,188,2.0
177,31,2.0
178,178,3.0
179,130,2.0
180,153,3.0
181,148,1.0
182,195,1.0
183,98,4.0
184,17,2.0
185,2,3.0
186,166,4.0
187,18,2.0
188,101,5.0
189,165,4.0
190,107,4.0
191,1,5.0
192,22,2.0
193,108,5.0
194,145,4.0
195,69,1.0
196,218,3.0
197,2,3.0
198,170,5.0
199,14,2.0
200,18,2.0
201,177,2.0
202,95,2.0
203,24,1.0
204,56,2.0
205,207,1.0
206,204,2.0
207,214,4.0
208,88,1.0
209,196,4.0
210,119,1.0
211,77,1.0
212,175,1.0
213,31,2.0
214,114,4.0
215,81,2.0
216,83,3.0
217,25,3.0
218,4,2.0
219,28,5.0
220,69,1.0
221,163,2.0
222,135,1.0
