,Key,cluster
0,13,1.0
1,96,2.0
2,8,3.0
3,88,4.0
4,42,5.0
5,104,3.0
6,33,4.0
7,140,5.0
8,168,4.0
9,55,5.0
10,47,5.0
11,22,1.0
12,47,5.0
13,48,3.0
14,120,4.0
15,51,3.0
16,46,5.0
17,117,1.0
18,142,3.0
19,54,2.0
20,163,5.0
21,102,5.0
22,79,3.0
23,37,4.0
24,151,1.0
25,82,4.0
26,52,2.0
27,113,1.0
28,14,5.0
29,29,5.0
30,145,3.0
31,146,4.0
32,162,2.0
33,55,5.0
34,58,5.0
35,164,2.0
36,89,4.0
37,58,5.0
38,19,3.0
39,73,3.0
40,157,2.0
41,52,2.0
42,36,2.0
43,48,3.0
44,117,1.0
45,105,5.0
46,83,1.0
47,143,4.0
48,71,5.0
49,52,2.0
50,38,4.0
51,93,5.0
52,5,1.0
53,140,5.0
54,141,5.0
55,61,4.0
56,123,4.0
57,116,2.0
58,162,2.0
59,120,4.0
60,78,4.0
61,48,3.0
62,38,4.0
63,119,5.0
64,81,5.0
65,169,5.0
66,47,5.0
67,104,3.0
68,74,5.0
69,93,5.0
70,28,2.0
71,150,5.0
72,91,4.0
73,8,3.0
74,118,4.0
75,81,5.0
76,64,1.0
77,64,1.0
78,10,2.0
79,85,1.0
80,13,1.0
81,140,5.0
82,3,5.0
83,52,2.0
84,77,5.0
85,50,4.0
86,12,2.0
87,13,1.0
88,157,2.0
89,154,5.0
90,1,5.0
91,133,5.0
92,10,2.0
93,45,3.0
94,142,3.0
95,45,3.0
96,57,5.0
97,167,2.0
98,138,2.0
99,27,4.0
100,85,1.0
101,50,4.0
102,154,5.0
103,6,5.0
104,28,2.0
105,134,2.0
106,4,1.0
107,56,5.0
108,121,2.0
109,132,2.0
110,18,1.0
111,48,3.0
112,8,3.0
113,156,4.0
114,105,5.0
115,166,1.0
116,64,1.0
117,158,4.0
118,54,2.0
119,120,4.0
120,131,4.0
121,115,4.0
122,14,5.0
123,102,5.0
124,91,4.0
125,167,2.0
126,94,5.0
127,46,5.0
128,15,1.0
129,32,2.0
130,125,4.0
131,126,4.0
132,53,1.0
133,162,2.0
134,10,2.0
135,158,4.0
136,73,3.0
137,100,4.0
138,109,4.0
139,126,4.0
140,28,2.0
141,145,3.0
142,7,4.0
143,156,4.0
144,60,4.0
145,86,1.0
146,62,4.0
147,52,2.0
148,70,1.0
149,118,4.0
150,3,5.0
151,28,2.0
152,106,1.0
153,120,4.0
154,116,2.0
155,146,4.0
156,35,4.0
157,100,4.0
158,1,5.0
159,142,3.0
160,116,2.0
161,47,5.0
162,121,2.0
163,152,4.0
164,139,1.0
165,117,1.0
166,53,1.0
167,18,1.0
168,29,5.0
169,157,2.0
170,116,2.0
