,Key,cluster
0,156,1.0
1,66,2.0
2,82,1.0
3,115,3.0
4,91,3.0
5,76,2.0
6,32,4.0
7,166,2.0
8,35,1.0
9,64,2.0
10,63,5.0
11,97,2.0
12,87,2.0
13,12,4.0
14,104,4.0
15,169,1.0
16,103,2.0
17,5,2.0
18,131,1.0
19,80,4.0
20,80,4.0
21,84,1.0
22,87,2.0
23,160,2.0
24,133,2.0
25,82,1.0
26,132,1.0
27,148,3.0
28,29,5.0
29,3,2.0
30,26,5.0
31,86,2.0
32,107,3.0
33,71,5.0
34,56,5.0
35,71,5.0
36,134,4.0
37,100,3.0
38,112,3.0
39,76,2.0
40,164,4.0
41,50,1.0
42,70,2.0
43,70,2.0
44,76,2.0
45,153,5.0
46,1,5.0
47,26,5.0
48,102,5.0
49,74,5.0
50,38,3.0
51,105,5.0
52,83,2.0
53,124,1.0
54,25,3.0
55,117,2.0
56,99,3.0
57,96,1.0
58,63,5.0
59,86,2.0
60,43,4.0
61,40,2.0
62,169,1.0
63,18,2.0
64,114,2.0
65,12,4.0
66,34,3.0
67,31,1.0
68,149,1.0
69,77,2.0
70,18,2.0
71,86,2.0
72,111,4.0
73,6,1.0
74,154,5.0
75,15,2.0
76,57,5.0
77,48,2.0
78,130,5.0
79,70,2.0
80,62,3.0
81,35,1.0
82,158,3.0
83,36,4.0
84,41,5.0
85,1,5.0
86,17,5.0
87,94,5.0
88,98,4.0
89,115,3.0
90,17,5.0
91,125,3.0
92,124,1.0
93,118,1.0
94,162,4.0
95,69,2.0
96,74,5.0
97,97,2.0
98,26,5.0
99,100,3.0
100,113,2.0
101,147,1.0
102,120,1.0
103,153,5.0
104,105,5.0
105,109,1.0
106,160,2.0
107,89,3.0
108,20,2.0
109,4,2.0
110,109,1.0
111,137,2.0
112,1,5.0
113,27,1.0
114,146,1.0
115,79,1.0
116,50,1.0
117,77,2.0
118,112,3.0
119,106,2.0
120,56,5.0
121,130,5.0
122,10,1.0
123,152,4.0
124,113,2.0
125,25,3.0
126,161,1.0
127,113,2.0
128,141,5.0
129,70,2.0
130,30,5.0
131,36,4.0
132,170,4.0
133,16,2.0
134,39,5.0
135,34,3.0
136,37,3.0
137,128,2.0
138,72,1.0
139,80,4.0
140,94,5.0
141,86,2.0
142,93,5.0
143,69,2.0
144,15,2.0
145,144,1.0
146,32,4.0
147,77,2.0
148,32,4.0
149,36,4.0
150,7,1.0
151,141,5.0
152,1,5.0
153,13,2.0
154,86,2.0
155,99,3.0
156,38,3.0
157,116,4.0
158,38,3.0
159,73,3.0
160,43,4.0
161,44,1.0
162,168,3.0
163,147,1.0
164,33,4.0
165,165,4.0
166,150,1.0
167,53,2.0
168,27,1.0
169,39,5.0
170,49,2.0
