,Key,cluster
0,560,1.0
1,460,2.0
2,301,3.0
3,352,1.0
4,284,2.0
5,57,1.0
6,24,1.0
7,81,1.0
8,596,1.0
9,142,1.0
10,122,1.0
11,518,3.0
12,357,4.0
13,69,1.0
14,111,4.0
15,215,1.0
16,216,1.0
17,486,3.0
18,75,2.0
19,67,3.0
20,618,2.0
21,563,1.0
22,205,4.0
23,267,3.0
24,141,2.0
25,84,4.0
26,50,4.0
27,246,4.0
28,190,3.0
29,226,2.0
30,583,2.0
31,262,4.0
32,576,2.0
33,269,3.0
34,182,4.0
35,449,3.0
36,586,3.0
37,235,1.0
38,234,1.0
39,649,4.0
40,539,2.0
41,120,3.0
42,452,1.0
43,376,1.0
44,264,4.0
45,74,4.0
46,469,4.0
47,145,1.0
48,144,2.0
49,280,3.0
50,73,4.0
51,602,4.0
52,653,1.0
53,13,1.0
54,94,3.0
55,431,3.0
56,303,4.0
57,58,1.0
58,160,3.0
59,336,2.0
60,431,3.0
61,299,3.0
62,90,4.0
63,358,2.0
64,441,2.0
65,382,2.0
66,639,1.0
67,377,2.0
68,53,1.0
69,395,1.0
70,474,4.0
71,457,1.0
72,64,2.0
73,81,1.0
74,411,4.0
75,306,2.0
76,64,2.0
77,124,1.0
78,211,1.0
79,260,3.0
80,73,4.0
81,635,4.0
82,657,1.0
83,88,1.0
84,235,1.0
85,369,1.0
86,128,1.0
87,401,3.0
88,368,3.0
89,211,1.0
90,76,2.0
91,151,3.0
92,413,4.0
93,69,1.0
94,434,4.0
95,248,3.0
96,512,1.0
97,215,1.0
98,306,2.0
99,22,2.0
100,634,3.0
101,132,2.0
102,288,1.0
103,413,4.0
104,153,3.0
105,303,4.0
106,116,3.0
107,479,1.0
108,376,1.0
109,479,1.0
110,636,2.0
111,445,1.0
112,314,4.0
113,161,3.0
114,98,4.0
115,245,1.0
116,491,4.0
117,650,2.0
118,164,4.0
119,212,4.0
120,565,4.0
121,312,4.0
122,28,3.0
123,306,2.0
124,46,1.0
125,86,3.0
126,357,4.0
127,467,3.0
128,75,2.0
129,577,1.0
130,3,1.0
131,594,3.0
132,230,1.0
133,77,4.0
134,313,3.0
135,185,4.0
136,367,3.0
137,162,3.0
138,552,1.0
139,589,2.0
140,42,1.0
141,526,1.0
142,338,1.0
143,639,1.0
144,613,1.0
145,356,2.0
146,499,3.0
147,233,2.0
148,590,3.0
149,92,1.0
150,115,1.0
151,591,2.0
152,352,1.0
153,269,3.0
154,626,1.0
155,491,4.0
156,25,2.0
157,87,3.0
158,554,2.0
159,361,4.0
160,308,1.0
161,384,3.0
162,433,1.0
163,4,4.0
164,61,4.0
165,401,3.0
166,602,4.0
167,153,3.0
168,501,4.0
169,214,3.0
170,272,1.0
171,634,3.0
172,642,3.0
173,448,2.0
174,542,3.0
175,608,4.0
176,4,4.0
177,312,4.0
178,131,3.0
179,613,1.0
180,204,3.0
181,541,3.0
182,521,1.0
183,613,1.0
184,404,3.0
185,461,2.0
186,166,2.0
187,400,4.0
188,375,4.0
189,557,2.0
190,421,3.0
191,51,2.0
192,386,1.0
193,642,3.0
194,563,1.0
195,56,3.0
196,537,3.0
197,68,3.0
198,292,3.0
199,504,1.0
200,9,4.0
201,284,2.0
202,342,4.0
203,167,2.0
204,455,4.0
205,46,1.0
206,177,3.0
207,284,2.0
208,432,2.0
209,322,1.0
210,291,2.0
211,510,1.0
212,463,3.0
213,80,2.0
214,9,4.0
215,116,3.0
216,229,4.0
217,408,3.0
218,188,3.0
219,308,1.0
220,638,4.0
221,380,2.0
222,110,1.0
223,529,1.0
224,128,1.0
225,10,1.0
226,422,3.0
227,574,1.0
228,137,4.0
229,476,2.0
230,6,1.0
231,137,4.0
232,416,1.0
233,22,2.0
234,83,1.0
235,13,1.0
236,583,2.0
237,425,1.0
238,114,2.0
239,58,1.0
240,228,2.0
241,499,3.0
242,290,2.0
243,282,1.0
244,314,4.0
245,594,3.0
246,321,2.0
247,86,3.0
248,397,4.0
249,316,3.0
250,73,4.0
251,5,4.0
252,97,3.0
