,Key,cluster
0,641,1.0
1,651,2.0
2,20,3.0
3,318,1.0
4,292,2.0
5,232,1.0
6,183,1.0
7,217,4.0
8,391,1.0
9,12,3.0
10,20,3.0
11,590,2.0
12,624,2.0
13,350,3.0
14,465,1.0
15,27,4.0
16,362,3.0
17,352,1.0
18,26,2.0
19,213,1.0
20,503,1.0
21,432,4.0
22,611,1.0
23,523,2.0
24,321,4.0
25,402,2.0
26,461,4.0
27,305,1.0
28,470,1.0
29,191,3.0
30,635,3.0
31,130,4.0
32,634,3.0
33,325,4.0
34,494,2.0
35,399,1.0
36,221,1.0
37,300,1.0
38,496,4.0
39,553,2.0
40,468,2.0
41,135,2.0
42,224,1.0
43,93,2.0
44,129,2.0
45,559,2.0
46,577,1.0
47,540,4.0
48,500,2.0
49,288,1.0
50,572,4.0
51,107,4.0
52,610,3.0
53,478,4.0
54,439,1.0
55,346,2.0
56,111,3.0
57,482,2.0
58,167,2.0
59,449,2.0
60,106,4.0
61,519,3.0
62,278,4.0
63,132,4.0
64,589,4.0
65,472,1.0
66,565,3.0
67,536,1.0
68,89,2.0
69,544,3.0
70,210,4.0
71,366,2.0
72,330,2.0
73,508,4.0
74,315,2.0
75,186,4.0
76,65,3.0
77,97,2.0
78,150,1.0
79,249,4.0
80,47,1.0
81,427,3.0
82,521,1.0
83,494,2.0
84,556,3.0
85,468,2.0
86,105,4.0
87,47,1.0
88,303,3.0
89,332,3.0
90,202,4.0
91,622,2.0
92,72,3.0
93,62,2.0
94,631,2.0
95,281,3.0
96,512,1.0
97,575,1.0
98,532,4.0
99,67,2.0
100,369,1.0
101,509,3.0
102,463,2.0
103,550,2.0
104,653,1.0
105,354,3.0
106,586,2.0
107,217,4.0
108,495,2.0
109,508,4.0
110,533,3.0
111,495,2.0
112,485,3.0
113,43,4.0
114,543,2.0
115,179,1.0
116,41,3.0
117,606,2.0
118,591,4.0
119,6,1.0
120,52,2.0
121,459,1.0
122,607,1.0
123,485,3.0
124,159,3.0
125,392,1.0
126,633,1.0
127,405,3.0
128,300,1.0
129,227,4.0
130,160,2.0
131,457,1.0
132,632,4.0
133,156,4.0
134,640,1.0
135,234,1.0
136,88,1.0
137,302,2.0
138,181,2.0
139,133,4.0
140,486,2.0
141,592,2.0
142,429,2.0
143,51,4.0
144,156,4.0
145,409,3.0
146,277,3.0
147,354,3.0
148,646,2.0
149,448,4.0
150,481,4.0
151,87,2.0
152,65,3.0
153,527,3.0
154,327,3.0
155,182,3.0
156,258,2.0
157,463,2.0
158,336,4.0
159,224,1.0
160,545,4.0
161,279,2.0
162,582,1.0
163,143,2.0
164,559,2.0
165,257,4.0
166,614,4.0
167,211,1.0
168,577,1.0
169,107,4.0
170,22,4.0
171,100,2.0
172,64,2.0
173,303,3.0
174,640,1.0
175,516,3.0
176,142,1.0
177,84,1.0
178,556,3.0
179,418,1.0
180,582,1.0
181,91,4.0
182,294,3.0
183,210,4.0
184,154,1.0
185,141,4.0
186,78,2.0
187,560,1.0
188,321,4.0
189,41,3.0
190,305,1.0
191,317,4.0
192,556,3.0
193,545,4.0
194,23,2.0
195,216,1.0
196,45,3.0
197,251,2.0
198,306,4.0
199,39,3.0
200,482,2.0
201,549,4.0
202,571,2.0
203,530,3.0
204,155,1.0
205,165,2.0
206,176,1.0
207,291,2.0
208,537,2.0
209,24,1.0
210,48,1.0
211,400,3.0
212,215,1.0
213,403,3.0
214,575,1.0
215,279,2.0
216,214,2.0
217,620,2.0
218,613,4.0
219,426,4.0
220,112,2.0
221,41,3.0
222,517,2.0
223,233,4.0
224,250,2.0
225,482,2.0
226,111,3.0
227,30,4.0
228,237,4.0
229,157,4.0
230,253,1.0
231,3,1.0
232,305,1.0
233,560,1.0
234,351,1.0
235,617,4.0
236,19,4.0
237,281,3.0
238,597,3.0
239,85,2.0
240,651,2.0
241,104,1.0
242,146,2.0
243,255,3.0
244,289,3.0
245,404,4.0
246,647,3.0
247,308,1.0
248,259,1.0
249,556,3.0
250,247,4.0
251,315,2.0
252,105,4.0
253,312,3.0
254,99,1.0
255,98,3.0
256,311,3.0
257,32,1.0
258,227,4.0
259,84,1.0
260,229,3.0
261,600,3.0
262,102,1.0
263,358,4.0
264,403,3.0
265,50,3.0
266,527,3.0
267,490,2.0
268,5,3.0
269,295,1.0
270,510,3.0
271,322,1.0
272,258,2.0
273,561,4.0
274,492,4.0
275,214,2.0
276,52,2.0
277,560,1.0
278,526,1.0
279,49,3.0
280,96,3.0
281,591,4.0
282,644,3.0
283,265,2.0
284,338,1.0
285,217,4.0
286,256,1.0
287,525,1.0
288,120,2.0
289,3,1.0
290,257,4.0
291,436,4.0
292,113,1.0
293,220,2.0
294,456,4.0
295,320,2.0
296,48,1.0
297,588,4.0
298,390,2.0
299,252,2.0
300,278,4.0
301,398,1.0
302,59,1.0
303,521,1.0
304,304,4.0
305,236,3.0
306,132,4.0
307,497,1.0
308,9,3.0
309,54,1.0
310,654,1.0
311,420,2.0
312,584,3.0
313,462,3.0
