,Key,cluster
0,466,1.0
1,89,2.0
2,595,2.0
3,245,1.0
4,183,3.0
5,321,4.0
6,418,1.0
7,603,4.0
8,626,3.0
9,415,4.0
10,115,1.0
11,231,1.0
12,566,1.0
13,10,1.0
14,486,2.0
15,560,5.0
16,211,3.0
17,266,3.0
18,305,3.0
19,649,1.0
20,75,4.0
21,550,2.0
22,258,2.0
23,340,1.0
24,498,1.0
25,384,4.0
26,152,1.0
27,364,1.0
28,426,4.0
29,50,1.0
30,233,4.0
31,142,3.0
32,493,4.0
33,431,4.0
34,613,3.0
35,66,1.0
36,385,1.0
37,506,2.0
38,588,4.0
39,629,1.0
40,399,3.0
41,214,2.0
42,112,4.0
43,430,1.0
44,610,5.0
45,239,4.0
46,444,5.0
47,549,4.0
48,35,1.0
49,500,2.0
50,406,3.0
51,342,1.0
52,497,1.0
53,618,4.0
54,221,3.0
55,580,3.0
56,190,2.0
57,583,5.0
58,631,2.0
59,585,4.0
60,645,2.0
61,118,2.0
62,114,4.0
63,248,2.0
64,632,4.0
65,225,2.0
66,62,2.0
67,286,4.0
68,276,2.0
69,490,4.0
70,450,2.0
71,118,2.0
72,280,2.0
73,630,3.0
74,36,2.0
75,585,4.0
76,637,2.0
77,608,1.0
78,654,3.0
79,642,2.0
80,347,3.0
81,497,1.0
82,53,4.0
83,209,4.0
84,206,4.0
85,569,5.0
86,309,3.0
87,460,4.0
88,238,4.0
89,438,2.0
90,262,1.0
91,260,1.0
92,100,2.0
93,282,1.0
94,252,2.0
95,505,2.0
96,236,1.0
97,334,4.0
98,371,3.0
99,101,1.0
100,229,1.0
101,590,2.0
102,48,3.0
103,386,3.0
104,185,1.0
105,501,5.0
106,417,3.0
107,82,2.0
108,329,2.0
109,299,2.0
110,522,1.0
111,513,2.0
112,37,3.0
113,9,1.0
114,237,4.0
115,371,3.0
116,26,4.0
117,59,3.0
118,560,5.0
119,207,4.0
120,615,5.0
121,190,2.0
122,529,3.0
123,204,2.0
124,20,1.0
125,389,2.0
126,108,4.0
127,436,4.0
128,527,1.0
129,137,1.0
130,373,2.0
131,188,4.0
132,547,2.0
133,29,1.0
134,546,2.0
135,187,3.0
136,76,4.0
137,629,1.0
138,651,4.0
139,327,5.0
140,358,4.0
141,506,2.0
142,362,1.0
143,375,1.0
144,466,1.0
145,476,4.0
146,310,5.0
