,Key,cluster
0,417,1.0
1,120,2.0
2,388,2.0
3,242,2.0
4,208,1.0
5,442,2.0
6,629,1.0
7,457,1.0
8,327,3.0
9,489,2.0
10,508,4.0
11,351,1.0
12,607,4.0
13,520,3.0
14,72,3.0
15,468,2.0
16,162,2.0
17,268,4.0
18,620,2.0
19,643,4.0
20,261,4.0
21,547,2.0
22,122,1.0
23,407,2.0
24,46,1.0
25,125,4.0
26,67,2.0
27,79,1.0
28,69,1.0
29,56,2.0
30,192,4.0
31,451,2.0
32,305,1.0
33,158,3.0
34,186,4.0
35,73,3.0
36,352,1.0
37,320,2.0
38,616,2.0
39,486,2.0
40,508,4.0
41,287,3.0
42,524,1.0
43,188,4.0
44,551,2.0
45,168,3.0
46,17,3.0
47,93,2.0
48,202,4.0
49,499,2.0
50,145,1.0
51,426,4.0
52,456,4.0
53,291,4.0
54,655,2.0
55,349,4.0
56,259,1.0
57,51,4.0
58,340,1.0
59,200,1.0
60,207,4.0
61,340,1.0
62,353,1.0
63,60,1.0
64,511,3.0
65,299,1.0
66,228,4.0
67,469,3.0
68,219,2.0
69,483,4.0
70,139,3.0
71,420,4.0
72,487,2.0
73,400,3.0
74,348,1.0
75,213,1.0
76,171,1.0
77,564,1.0
78,255,3.0
79,492,4.0
80,270,1.0
81,533,3.0
82,652,1.0
83,567,1.0
84,259,1.0
85,403,3.0
86,155,1.0
87,583,4.0
88,199,1.0
89,531,3.0
90,646,4.0
91,488,4.0
92,342,2.0
93,437,1.0
94,243,3.0
95,455,4.0
96,610,1.0
97,584,1.0
98,292,2.0
99,491,3.0
100,139,3.0
101,229,3.0
102,276,2.0
103,415,4.0
104,259,1.0
105,437,1.0
106,87,2.0
107,102,1.0
108,614,4.0
109,347,1.0
110,272,1.0
111,631,2.0
112,320,2.0
113,317,2.0
114,37,1.0
115,471,4.0
116,609,1.0
117,107,4.0
118,55,3.0
119,623,3.0
120,637,2.0
121,512,1.0
122,375,3.0
123,522,1.0
124,66,3.0
125,306,4.0
126,5,3.0
127,619,1.0
128,227,4.0
129,439,1.0
130,257,4.0
131,556,3.0
132,410,2.0
133,132,4.0
134,144,4.0
135,283,4.0
136,87,2.0
137,217,4.0
138,360,3.0
139,574,1.0
140,589,4.0
141,489,2.0
142,124,1.0
143,464,3.0
144,268,4.0
145,322,1.0
146,390,2.0
147,504,1.0
148,304,4.0
149,454,1.0
150,270,1.0
151,68,2.0
152,389,2.0
153,316,4.0
154,212,3.0
155,652,1.0
156,126,4.0
157,418,1.0
158,550,2.0
159,13,1.0
160,110,1.0
161,324,4.0
162,384,2.0
163,97,2.0
164,69,1.0
165,547,2.0
166,288,1.0
167,113,1.0
168,232,1.0
169,653,4.0
170,100,2.0
171,4,3.0
172,617,4.0
173,278,4.0
174,473,3.0
175,125,4.0
176,24,1.0
177,269,2.0
178,444,4.0
179,599,3.0
180,520,3.0
181,506,2.0
182,374,4.0
183,449,4.0
184,47,1.0
185,339,4.0
186,207,4.0
187,471,4.0
188,356,1.0
189,107,4.0
190,156,4.0
191,163,4.0
192,57,1.0
193,192,4.0
194,232,1.0
195,358,4.0
196,164,1.0
197,343,1.0
198,3,1.0
199,601,2.0
200,72,3.0
201,533,3.0
202,63,4.0
203,391,1.0
204,495,2.0
205,602,2.0
206,51,4.0
207,474,3.0
208,642,2.0
